"YearStart","YearEnd","LocationAbbr","State","Datasource","Class","Topic","Question","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Alt","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","Sample_Size","Total","Gender","Grade","Race.Ethnicity","GeoLocation","ClassID","TopicID","QuestionID","DataValueTypeID","LocationID","StratificationCategory1","Stratification1","StratificationCategoryId1","StratificationID1","FID","Prevalence_in_the_States","SHAPE_Length","SHAPE_Area","prevalence_scale","amount_of_students"
2015,2015,"PR","Puerto Rico","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume fruit less than 1 time daily",NA,"Value",42.6,42.6,"","",39,46.4,819,"","Female","","","(18.220833, -66.590149)","FV","FV1","Q020","VALUE",72,"Gender","Female","GEN","FEMALE",39,29.5,2136273.27059009,114783882870.193,"Low",348.894
2015,2015,"DE","Delaware","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",NA,"Value",15.1,15.1,"","",12.4,18.2,902,"","","11th","","(39.008830667, -75.577741168)","OWS","OWS1","Q038","VALUE",10,"Grade","11th","GRADE","GRADE11",46,29.7,1383604.11753278,59081101616.5539,"Low",136.202
2015,2015,"NM","New Mexico","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",NA,"Value",NA,NA,"-","Data not available because sample size is insufficient or data not reported.",NA,NA,NA,"","","","Asian","(34.520880952, -106.240580985)","OWS","OWS1","Q038","VALUE",35,"Race/Ethnicity","Asian","RACE","RACEASN",44,28.8,8075166.55513897,3622933199179.54,"Low",NA
2015,2015,"NY","New York","Youth Risk Behavior Surveillance System","Sugar Drinks","Sugar Drinks - Behavior","Percent of students in grades 9-12 who drank regular soda/pop at least one time per day",NA,"Value",12.4,12.4,"","",9.9,15.5,1959,"","","","Non-Hispanic White","(42.827001032, -75.543970427)","SD","SD1","Q058","VALUE",36,"Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT",10,25,7981383.07788145,1411440550734.63,"Low",242.916
2015,2015,"NY","New York","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily",NA,"Value",27.8,27.8,"","",24.2,31.7,4009,"","Male","","","(42.827001032, -75.543970427)","PA","PA1","Q048","VALUE",36,"Gender","Male","GEN","MALE",10,25,7981383.07788145,1411440550734.63,"Low",1114.502
2015,2015,"ID","Idaho","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume fruit less than 1 time daily",NA,"Value",40.7,40.7,"","",36.8,44.7,520,"","","10th","","(43.682630005, -114.363730042)","FV","FV1","Q020","VALUE",16,"Grade","10th","GRADE","GRADE10",12,28.6,9081125.22209832,2593598268244.12,"Low",211.64
2015,2015,"IL","Illinois","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume vegetables less than 1 time daily",NA,"Value",43.4,43.4,"","",37.5,49.5,501,"","","12th","","(40.485010283, -88.997710178)","FV","FV1","Q021","VALUE",17,"Grade","12th","GRADE","GRADE12",20,30.8,6172530.80822631,1571568299027.73,"Medium",217.434
2015,2015,"AR","Arkansas","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume vegetables less than 1 time daily",NA,"Value",51.7,51.7,"","",45.8,57.5,805,"","","10th","","(34.748650124, -92.274490743)","FV","FV1","Q021","VALUE",5,"Grade","10th","GRADE","GRADE10",24,34.5,5707634.00276971,1488699273848.93,"Medium",416.185
2015,2015,"ME","Maine","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who participate in daily physical education",NA,"Value",4.9,4.9,"","",3.2,7.6,4453,"","Female","","","(45.254228894001, -68.985031336)","PA","PA1","Q049","VALUE",23,"Gender","Female","GEN","FEMALE",41,30,5560035.36660915,990384869184.921,"Medium",218.197
2015,2015,"NM","New Mexico","Youth Risk Behavior Surveillance System","Sugar Drinks","Sugar Drinks - Behavior","Percent of students in grades 9-12 who drank regular soda/pop at least one time per day",NA,"Value",26.2,26.2,"","",22.1,30.7,802,"","","","American Indian/Alaska Native","(34.520880952, -106.240580985)","SD","SD1","Q058","VALUE",35,"Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA",44,28.8,8075166.55513897,3622933199179.54,"Low",210.124
2015,2015,"NV","Nevada","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have an overweight classification",NA,"Value",NA,NA,"-","Data not available because sample size is insufficient or data not reported.",NA,NA,NA,"","","","Hawaiian/Pacific Islander","(39.49324039, -117.071840564)","OWS","OWS1","Q039","VALUE",32,"Race/Ethnicity","Hawaiian/Pacific Islander","RACE","RACEHPI",34,26.7,8240794.81048687,3564354191161.93,"Low",NA
2015,2015,"AR","Arkansas","Youth Risk Behavior Surveillance System","Sugar Drinks","Sugar Drinks - Behavior","Percent of students in grades 9-12 who drank regular soda/pop at least one time per day",NA,"Value",26.3,26.3,"","",20.1,33.6,441,"","","","Hispanic","(34.748650124, -92.274490743)","SD","SD1","Q058","VALUE",5,"Race/Ethnicity","Hispanic","RACE","RACEHIS",24,34.5,5707634.00276971,1488699273848.93,"Medium",115.983
2015,2015,"PA","Pennsylvania","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume fruit less than 1 time daily",NA,"Value",41.6,41.6,"","",35.7,47.8,708,"","","11th","","(40.793730152, -77.860700294)","FV","FV1","Q020","VALUE",42,"Grade","11th","GRADE","GRADE11",47,30,5024348.11219534,1288451936889.14,"Medium",294.528
2015,2015,"MS","Mississippi","Youth Risk Behavior Surveillance System","Sugar Drinks","Sugar Drinks - Behavior","Percent of students in grades 9-12 who drank regular soda/pop at least one time per day",NA,"Value",28.3,28.3,"","",18.8,40.2,125,"","","","2 or more races","(32.745510099, -89.538030825)","SD","SD1","Q058","VALUE",28,"Race/Ethnicity","2 or more races","RACE","RACE2PLUS",25,35.6,5834201.76787132,1327853198175.37,"Medium",35.375
2015,2015,"PR","Puerto Rico","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",NA,"Value",11.5,11.5,"","",8.7,15.1,504,"","","11th","","(18.220833, -66.590149)","OWS","OWS1","Q038","VALUE",72,"Grade","11th","GRADE","GRADE11",39,29.5,2136273.27059009,114783882870.193,"Low",57.96
2015,2015,"NY","New York","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",NA,"Value",13.7,13.7,"","",10.5,17.7,2538,"","","12th","","(42.827001032, -75.543970427)","OWS","OWS1","Q038","VALUE",36,"Grade","12th","GRADE","GRADE12",10,25,7981383.07788145,1411440550734.63,"Low",347.706
2015,2015,"CA","California","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume fruit less than 1 time daily",NA,"Value",32.2,32.2,"","",25.2,40,610,"","","9th","","(37.638640123, -120.999999538)","FV","FV1","Q020","VALUE",6,"Grade","9th","GRADE","GRADE09",2,24.2,14518698.4566722,5327809415403.01,"Low",196.42
2015,2015,"NE","Nebraska","Youth Risk Behavior Surveillance System","Television Viewing","Television Viewing - Behavior","Percent of students in grades 9-12 watching 3 or more hours of television each school day",NA,"Value",23.4,23.4,"","",18.4,29.4,353,"","","10th","","(41.641040988001, -99.365720623)","TV","TV1","Q059","VALUE",31,"Grade","10th","GRADE","GRADE10",17,31.4,6921599.98880176,2207444436435.34,"Medium",82.602
2015,2015,"MA","Massachusetts","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume fruit less than 1 time daily",NA,"Value",34.4,34.4,"","",29.3,39.8,722,"","","9th","","(42.27687047, -72.082690675)","FV","FV1","Q020","VALUE",25,"Grade","9th","GRADE","GRADE09",33,24.3,4197218.1811822,247224998635.541,"Low",248.368
2015,2015,"MI","Michigan","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily",NA,"Value",NA,NA,"-","Data not available because sample size is insufficient or data not reported.",NA,NA,NA,"","","","Hawaiian/Pacific Islander","(44.661319543001, -84.71439027)","PA","PA1","Q048","VALUE",26,"Race/Ethnicity","Hawaiian/Pacific Islander","RACE","RACEHPI",11,31.2,12407988.0244766,1657221839418.83,"Medium",NA
2015,2015,"VT","Vermont","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume fruit less than 1 time daily",NA,"Value",32.3,32.3,"","",29.4,35.5,902,"","","","Hispanic","(43.625381239, -72.517640791)","FV","FV1","Q020","VALUE",50,"Race/Ethnicity","Hispanic","RACE","RACEHIS",49,25.1,2653732.23226363,278931330216.061,"Low",291.346
2015,2015,"CT","Connecticut","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume vegetables less than 1 time daily",NA,"Value",36.1,36.1,"","",29.4,43.4,595,"","","9th","","(41.56266102, -72.649840952)","FV","FV1","Q021","VALUE",9,"Grade","9th","GRADE","GRADE09",35,25.3,1780630.95573379,145421898735.938,"Low",214.795
2015,2015,"CA","California","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume vegetables less than 1 time daily",NA,"Value",38.4,38.4,"","",33.7,43.3,1706,"Total","","","","(37.638640123, -120.999999538)","FV","FV1","Q021","VALUE",6,"Total","Total","OVR","OVERALL",2,24.2,14518698.4566722,5327809415403.01,"Low",655.104
2015,2015,"NV","Nevada","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who participate in daily physical education",NA,"Value",21.2,21.2,"","",13.6,31.4,390,"","","11th","","(39.49324039, -117.071840564)","PA","PA1","Q049","VALUE",32,"Grade","11th","GRADE","GRADE11",34,26.7,8240794.81048687,3564354191161.93,"Low",82.68
2015,2015,"SC","South Carolina","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",NA,"Value",23.2,23.2,"","",13.6,36.6,106,"","","","Hispanic","(33.998821303, -81.045371207)","OWS","OWS1","Q038","VALUE",45,"Race/Ethnicity","Hispanic","RACE","RACEHIS",40,31.7,4370940.54750344,878270407919.019,"Medium",24.592
2015,2015,"CA","California","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily",NA,"Value",22.6,22.6,"","",17,29.6,451,"","","11th","","(37.638640123, -120.999999538)","PA","PA1","Q048","VALUE",6,"Grade","11th","GRADE","GRADE11",2,24.2,14518698.4566722,5327809415403.01,"Low",101.926
2015,2015,"AK","Alaska","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have an overweight classification",NA,"Value",21.8,21.8,"","",15.1,30.5,121,"","","","Hispanic","(64.845079957001, -147.722059036)","OWS","OWS1","Q039","VALUE",2,"Race/Ethnicity","Hispanic","RACE","RACEHIS",14,29.8,6663726.59054098,530113882116.939,"Low",26.378
2015,2015,"ID","Idaho","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume fruit less than 1 time daily",NA,"Value",40.1,40.1,"","",34.2,46.2,374,"","","11th","","(43.682630005, -114.363730042)","FV","FV1","Q020","VALUE",16,"Grade","11th","GRADE","GRADE11",12,28.6,9081125.22209832,2593598268244.12,"Low",149.974
2015,2015,"VT","Vermont","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have an overweight classification",NA,"Value",14.2,14.2,"","",13.3,15.2,4953,"","","10th","","(43.625381239, -72.517640791)","OWS","OWS1","Q039","VALUE",50,"Grade","10th","GRADE","GRADE10",49,25.1,2653732.23226363,278931330216.061,"Low",703.326
2015,2015,"DE","Delaware","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume vegetables less than 1 time daily",NA,"Value",NA,NA,"-","Data not available because sample size is insufficient or data not reported.",NA,NA,NA,"","","","2 or more races","(39.008830667, -75.577741168)","FV","FV1","Q021","VALUE",10,"Race/Ethnicity","2 or more races","RACE","RACE2PLUS",46,29.7,1383604.11753278,59081101616.5539,"Low",NA
2015,2015,"VT","Vermont","Youth Risk Behavior Surveillance System","Sugar Drinks","Sugar Drinks - Behavior","Percent of students in grades 9-12 who drank regular soda/pop at least one time per day",NA,"Value",14.1,14.1,"","",13.2,15,5527,"","","10th","","(43.625381239, -72.517640791)","SD","SD1","Q058","VALUE",50,"Grade","10th","GRADE","GRADE10",49,25.1,2653732.23226363,278931330216.061,"Low",779.307
2015,2015,"MI","Michigan","Youth Risk Behavior Surveillance System","Sugar Drinks","Sugar Drinks - Behavior","Percent of students in grades 9-12 who drank regular soda/pop at least one time per day",NA,"Value",14.8,14.8,"","",12.3,17.6,2493,"","Female","","","(44.661319543001, -84.71439027)","SD","SD1","Q058","VALUE",26,"Gender","Female","GEN","FEMALE",11,31.2,12407988.0244766,1657221839418.83,"Medium",368.964
2015,2015,"MS","Mississippi","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily",NA,"Value",23.3,23.3,"","",19.2,28,527,"","","10th","","(32.745510099, -89.538030825)","PA","PA1","Q048","VALUE",28,"Grade","10th","GRADE","GRADE10",25,35.6,5834201.76787132,1327853198175.37,"Medium",122.791
2015,2015,"FL","Florida","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who participate in daily physical education",NA,"Value",14.1,14.1,"","",12,16.6,3119,"","Female","","","(28.932040377, -81.928960539)","PA","PA1","Q049","VALUE",12,"Gender","Female","GEN","FEMALE",13,26.8,10533929.1444184,1674411223041.2,"Low",439.779
2015,2015,"PA","Pennsylvania","Youth Risk Behavior Surveillance System","Sugar Drinks","Sugar Drinks - Behavior","Percent of students in grades 9-12 who drank regular soda/pop at least one time per day",NA,"Value",16.2,16.2,"","",13.6,19.1,1742,"","","","Non-Hispanic White","(40.793730152, -77.860700294)","SD","SD1","Q058","VALUE",42,"Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT",47,30,5024348.11219534,1288451936889.14,"Medium",282.204
2015,2015,"CA","California","Youth Risk Behavior Surveillance System","Sugar Drinks","Sugar Drinks - Behavior","Percent of students in grades 9-12 who drank regular soda/pop at least one time per day",NA,"Value",NA,NA,"-","Data not available because sample size is insufficient or data not reported.",NA,NA,NA,"","","","Hawaiian/Pacific Islander","(37.638640123, -120.999999538)","SD","SD1","Q058","VALUE",6,"Race/Ethnicity","Hawaiian/Pacific Islander","RACE","RACEHPI",2,24.2,14518698.4566722,5327809415403.01,"Low",NA
2015,2015,"MT","Montana","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily",NA,"Value",32.1,32.1,"","",28.4,36.1,1046,"","","9th","","(47.066528972, -109.424420645)","PA","PA1","Q048","VALUE",30,"Grade","9th","GRADE","GRADE09",15,23.6,9745471.75354953,4371466366614.52,"Low",335.766
2015,2015,"MS","Mississippi","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume vegetables less than 1 time daily",NA,"Value",NA,NA,"-","Data not available because sample size is insufficient or data not reported.",NA,NA,NA,"","","","Hawaiian/Pacific Islander","(32.745510099, -89.538030825)","FV","FV1","Q021","VALUE",28,"Race/Ethnicity","Hawaiian/Pacific Islander","RACE","RACEHPI",25,35.6,5834201.76787132,1327853198175.37,"Medium",NA
2015,2015,"WV","West Virginia","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",NA,"Value",NA,NA,"-","Data not available because sample size is insufficient or data not reported.",NA,NA,NA,"","","","2 or more races","(38.665510202, -80.712640135)","OWS","OWS1","Q038","VALUE",54,"Race/Ethnicity","2 or more races","RACE","RACE2PLUS",31,35.6,5374279.69717876,685167361615.589,"Medium",NA
2015,2015,"NM","New Mexico","Youth Risk Behavior Surveillance System","Sugar Drinks","Sugar Drinks - Behavior","Percent of students in grades 9-12 who drank regular soda/pop at least one time per day",NA,"Value",21,21,"","",19.9,22.1,7982,"Total","","","","(34.520880952, -106.240580985)","SD","SD1","Q058","VALUE",35,"Total","Total","OVR","OVERALL",44,28.8,8075166.55513897,3622933199179.54,"Low",1676.22
2015,2015,"NH","New Hampshire","Youth Risk Behavior Surveillance System","Sugar Drinks","Sugar Drinks - Behavior","Percent of students in grades 9-12 who drank regular soda/pop at least one time per day",NA,"Value",12.5,12.5,"","",11.6,13.4,12073,"","","","Non-Hispanic White","(43.655950113, -71.50036092)","SD","SD1","Q058","VALUE",33,"Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT",52,26.3,2674767.14806674,270529403259.303,"Low",1509.125
2015,2015,"AL","Alabama","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have an overweight classification",NA,"Value",NA,NA,"-","Data not available because sample size is insufficient or data not reported.",NA,NA,NA,"","","","Asian","(32.840571122, -86.631860762)","OWS","OWS1","Q039","VALUE",1,"Race/Ethnicity","Asian","RACE","RACEASN",38,35.6,5750657.81244629,1442806615250.92,"Medium",NA
2015,2015,"MD","Maryland","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who achieve 1 hour or more of moderate-and/or vigorous-intensity physical activity daily",NA,"Value",22,22,"","",18.1,26.4,577,"","","","American Indian/Alaska Native","(39.290580964, -76.609260111)","PA","PA1","Q048","VALUE",24,"Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA",45,28.9,5850363.29291603,303943203091.598,"Low",126.94
2015,2015,"PR","Puerto Rico","Youth Risk Behavior Surveillance System","Sugar Drinks","Sugar Drinks - Behavior","Percent of students in grades 9-12 who drank regular soda/pop at least one time per day",NA,"Value",NA,NA,"-","Data not available because sample size is insufficient or data not reported.",NA,NA,NA,"","","","2 or more races","(18.220833, -66.590149)","SD","SD1","Q058","VALUE",72,"Race/Ethnicity","2 or more races","RACE","RACE2PLUS",39,29.5,2136273.27059009,114783882870.193,"Low",NA
2015,2015,"MT","Montana","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",NA,"Value",10.3,10.3,"","",9.2,11.6,4329,"Total","","","","(47.066528972, -109.424420645)","OWS","OWS1","Q038","VALUE",30,"Total","Total","OVR","OVERALL",15,23.6,9745471.75354953,4371466366614.52,"Low",445.887
2015,2015,"MT","Montana","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume fruit less than 1 time daily",NA,"Value",40,40,"","",37.9,42.1,4407,"Total","","","","(47.066528972, -109.424420645)","FV","FV1","Q020","VALUE",30,"Total","Total","OVR","OVERALL",15,23.6,9745471.75354953,4371466366614.52,"Low",1762.8
2015,2015,"CT","Connecticut","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who participate in daily physical education",NA,"Value",11.5,11.5,"","",7.6,17.1,2221,"Total","","","","(41.56266102, -72.649840952)","PA","PA1","Q049","VALUE",9,"Total","Total","OVR","OVERALL",35,25.3,1780630.95573379,145421898735.938,"Low",255.415
2015,2015,"NV","Nevada","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have an overweight classification",NA,"Value",15.9,15.9,"","",12.2,20.5,354,"","","10th","","(39.49324039, -117.071840564)","OWS","OWS1","Q039","VALUE",32,"Grade","10th","GRADE","GRADE10",34,26.7,8240794.81048687,3564354191161.93,"Low",56.286
2015,2015,"NY","New York","Youth Risk Behavior Surveillance System","Sugar Drinks","Sugar Drinks - Behavior","Percent of students in grades 9-12 who drank regular soda/pop at least one time per day",NA,"Value",16.2,16.2,"","",13.2,19.7,1901,"","","","Non-Hispanic Black","(42.827001032, -75.543970427)","SD","SD1","Q058","VALUE",36,"Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK",10,25,7981383.07788145,1411440550734.63,"Low",307.962
2015,2015,"NV","Nevada","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",NA,"Value",6.3,6.3,"","",4.5,8.9,718,"","Female","","","(39.49324039, -117.071840564)","OWS","OWS1","Q038","VALUE",32,"Gender","Female","GEN","FEMALE",34,26.7,8240794.81048687,3564354191161.93,"Low",45.234
2015,2015,"MI","Michigan","Youth Risk Behavior Surveillance System","Television Viewing","Television Viewing - Behavior","Percent of students in grades 9-12 watching 3 or more hours of television each school day",NA,"Value",19.9,19.9,"","",15.5,25.1,562,"","","","Hispanic","(44.661319543001, -84.71439027)","TV","TV1","Q059","VALUE",26,"Race/Ethnicity","Hispanic","RACE","RACEHIS",11,31.2,12407988.0244766,1657221839418.83,"Medium",111.838
2015,2015,"IL","Illinois","Youth Risk Behavior Surveillance System","Television Viewing","Television Viewing - Behavior","Percent of students in grades 9-12 watching 3 or more hours of television each school day",NA,"Value",21.4,21.4,"","",15.3,29,1120,"","","9th","","(40.485010283, -88.997710178)","TV","TV1","Q059","VALUE",17,"Grade","9th","GRADE","GRADE09",20,30.8,6172530.80822631,1571568299027.73,"Medium",239.68
2015,2015,"NM","New Mexico","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume vegetables less than 1 time daily",NA,"Value",NA,NA,"-","Data not available because sample size is insufficient or data not reported.",NA,NA,NA,"","","","Asian","(34.520880952, -106.240580985)","FV","FV1","Q021","VALUE",35,"Race/Ethnicity","Asian","RACE","RACEASN",44,28.8,8075166.55513897,3622933199179.54,"Low",NA
2015,2015,"WV","West Virginia","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who participate in daily physical education",NA,"Value",25.2,25.2,"","",19,32.6,1562,"Total","","","","(38.665510202, -80.712640135)","PA","PA1","Q049","VALUE",54,"Total","Total","OVR","OVERALL",31,35.6,5374279.69717876,685167361615.589,"Medium",393.624
2015,2015,"MT","Montana","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have obesity",NA,"Value",10.2,10.2,"","",8.2,12.5,1037,"","","9th","","(47.066528972, -109.424420645)","OWS","OWS1","Q038","VALUE",30,"Grade","9th","GRADE","GRADE09",15,23.6,9745471.75354953,4371466366614.52,"Low",105.774
2015,2015,"DE","Delaware","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have an overweight classification",NA,"Value",14.7,14.7,"","",10.5,20.1,291,"","","12th","","(39.008830667, -75.577741168)","OWS","OWS1","Q039","VALUE",10,"Grade","12th","GRADE","GRADE12",46,29.7,1383604.11753278,59081101616.5539,"Low",42.777
2015,2015,"MO","Missouri","Youth Risk Behavior Surveillance System","Television Viewing","Television Viewing - Behavior","Percent of students in grades 9-12 watching 3 or more hours of television each school day",NA,"Value",18.1,18.1,"","",14.8,22.1,773,"","Male","","","(38.635790776, -92.566300053)","TV","TV1","Q059","VALUE",29,"Gender","Male","GEN","MALE",21,32.4,7165632.96877297,1949020823655.51,"Medium",139.913
2015,2015,"TN","Tennessee","Youth Risk Behavior Surveillance System","Physical Activity","Physical Activity - Behavior","Percent of students in grades 9-12 who participate in daily physical education",NA,"Value",25.3,25.3,"","",21.3,29.8,4020,"Total","","","","(35.68094058, -85.774490914)","PA","PA1","Q049","VALUE",47,"Total","Total","OVR","OVERALL",8,33.8,6350376.86082221,1177054472558.46,"Medium",1017.06
2015,2015,"VA","Virginia","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have an overweight classification",NA,"Value",15.1,15.1,"","",13.6,16.8,4109,"Total","","","","(37.542680674, -78.457890463)","OWS","OWS1","Q039","VALUE",51,"Total","Total","OVR","OVERALL",7,29.2,7710803.89869229,1158804356933.99,"Low",620.459
2015,2015,"NM","New Mexico","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have an overweight classification",NA,"Value",15.9,15.9,"","",14.6,17.2,3830,"","Male","","","(34.520880952, -106.240580985)","OWS","OWS1","Q039","VALUE",35,"Gender","Male","GEN","MALE",44,28.8,8075166.55513897,3622933199179.54,"Low",608.97
2015,2015,"AK","Alaska","Youth Risk Behavior Surveillance System","Sugar Drinks","Sugar Drinks - Behavior","Percent of students in grades 9-12 who drank regular soda/pop at least one time per day",NA,"Value",14.5,14.5,"","",11.7,17.8,692,"","Female","","","(64.845079957001, -147.722059036)","SD","SD1","Q058","VALUE",2,"Gender","Female","GEN","FEMALE",14,29.8,6663726.59054098,530113882116.939,"Low",100.34
2015,2015,"PA","Pennsylvania","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume fruit less than 1 time daily",NA,"Value",37.6,37.6,"","",35,40.2,1371,"","Male","","","(40.793730152, -77.860700294)","FV","FV1","Q020","VALUE",42,"Gender","Male","GEN","MALE",47,30,5024348.11219534,1288451936889.14,"Medium",515.496
2015,2015,"NY","New York","Youth Risk Behavior Surveillance System","Obesity / Weight Status","Obesity / Weight Status","Percent of students in grades 9-12 who have an overweight classification",NA,"Value",13.4,13.4,"","",11.1,16.1,2538,"","","12th","","(42.827001032, -75.543970427)","OWS","OWS1","Q039","VALUE",36,"Grade","12th","GRADE","GRADE12",10,25,7981383.07788145,1411440550734.63,"Low",340.092
2015,2015,"WY","Wyoming","Youth Risk Behavior Surveillance System","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of students in grades 9-12 who consume vegetables less than 1 time daily",NA,"Value",NA,NA,"-","Data not available because sample size is insufficient or data not reported.",NA,NA,NA,"","","","Hawaiian/Pacific Islander","(43.235541343, -108.109830353)","FV","FV1","Q021","VALUE",56,"Race/Ethnicity","Hawaiian/Pacific Islander","RACE","RACEHPI",30,29,6860971.19013795,2897400399041.46,"Low",NA
2015,2015,"SC","South Carolina","Youth Risk Behavior Surveillance System","Sugar Drinks","Sugar Drinks - Behavior","Percent of students in grades 9-12 who drank regular soda/pop at least one time per day",NA,"Value",28.6,28.6,"","",24,33.8,381,"","","9th","","(33.998821303, -81.045371207)","SD","SD1","Q058","VALUE",45,"Grade","9th","GRADE","GRADE09",40,31.7,4370940.54750344,878270407919.019,"Medium",108.966
